Filename,Places,Transitions,ptarcs,tparcs,In_Degree,Out_Degree,Rules_set_Active,Tokens,Bonds,max_bond_arcs,Max_bond_degree,Mean_bond_degree,Sd_bond_degree,Tokens_Initial,Initial_Bonds,bonds_created,bonds_destroyed,Bond_Arcs
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3/no_bonds/token_types_4/randomPN_0.lp,10,9,9,9,0.9,0.9,"{'R1': 1, 'R2': 3, 'R3': 4, 'R4': 0, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3/no_bonds/token_types_4/randomPN_1.lp,10,9,9,9,0.9,0.9,"{'R1': 3, 'R2': 4, 'R3': 1, 'R4': 0, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3/no_bonds/token_types_4/randomPN_10.lp,10,9,9,9,0.9,0.9,"{'R1': 3, 'R2': 3, 'R3': 2, 'R4': 0, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3/no_bonds/token_types_4/randomPN_11.lp,10,9,9,9,0.9,0.9,"{'R1': 2, 'R2': 3, 'R3': 3, 'R4': 0, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3/no_bonds/token_types_4/randomPN_12.lp,10,9,9,9,0.9,0.9,"{'R1': 4, 'R2': 2, 'R3': 2, 'R4': 0, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3/no_bonds/token_types_4/randomPN_13.lp,10,9,9,9,0.9,0.9,"{'R1': 1, 'R2': 5, 'R3': 2, 'R4': 0, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3/no_bonds/token_types_4/randomPN_14.lp,10,9,9,9,0.9,0.9,"{'R1': 5, 'R2': 2, 'R3': 1, 'R4': 0, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3/no_bonds/token_types_4/randomPN_15.lp,10,9,9,9,0.9,0.9,"{'R1': 2, 'R2': 4, 'R3': 2, 'R4': 0, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3/no_bonds/token_types_4/randomPN_16.lp,10,9,9,9,0.9,0.9,"{'R1': 3, 'R2': 2, 'R3': 3, 'R4': 0, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3/no_bonds/token_types_4/randomPN_17.lp,10,9,9,9,0.9,0.9,"{'R1': 1, 'R2': 4, 'R3': 3, 'R4': 0, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3/no_bonds/token_types_4/randomPN_18.lp,10,9,9,9,0.9,0.9,"{'R1': 3, 'R2': 5, 'R3': 0, 'R4': 0, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3/no_bonds/token_types_4/randomPN_19.lp,10,9,9,9,0.9,0.9,"{'R1': 3, 'R2': 4, 'R3': 1, 'R4': 0, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3/no_bonds/token_types_4/randomPN_2.lp,10,9,9,9,0.9,0.9,"{'R1': 2, 'R2': 3, 'R3': 3, 'R4': 0, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3/no_bonds/token_types_4/randomPN_20.lp,10,9,9,9,0.9,0.9,"{'R1': 1, 'R2': 3, 'R3': 4, 'R4': 0, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",4,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
